"hh","rule","source","n_flagged_train","errors_train","precision_train","precision_train_lcb","n_flagged_holdout","errors_caught_holdout","precision_holdout","recall_holdout","dollar_recall_holdout","workload_pct_holdout","n_flagged_any","errors_caught_any","precision_any","recall_any","dollar_recall_any","workload_pct_any","error_frame"
"2-3","children_i <=   0.5 & medical_deductions > 145.0 & shelter_expenses_by_hh_size > 943.0 & utilities >  30.5","ranger_mtry1",21,8,0.381,0.2299,11,1,0.0909,0.0026,0.002,0.128,13,3,0.2308,0.003,0.0039,0.142,"other_error"
"2-3","months_since_cert_n <=  20.000 & shelter_expenses_by_hh_size > 203.000 & unc_rawben_rel_max >   0.993 & unc_rawben_rel_max <=   1.000","ranger_mtry1",127,37,0.2913,0.2299,61,14,0.2295,0.0357,0.0481,0.71,62,15,0.2419,0.0152,0.0181,0.675,"other_error"
"2-3","expedited_i <=   0.5 & medical_deductions >   4.5 & total_deductions_by_hh_size > 504.0","ranger_mtry1",93,28,0.3011,0.2294,57,10,0.1754,0.0255,0.0397,0.663,63,16,0.254,0.0162,0.0212,0.686,"other_error"
"2-3","married <= 0.500 & rawben_rel_max > 0.993 & unc_rawben_rel_max <= 0.996","ranger_mtry1",67,21,0.3134,0.229,52,10,0.1923,0.0255,0.0244,0.605,53,11,0.2075,0.0112,0.0104,0.577,"other_error"
"2-3","rawben_rel_max < 1.000 & unc_rawben_rel_max >= 0.993","xgboost",151,43,0.2848,0.2286,80,16,0.2,0.0408,0.051,0.931,81,17,0.2099,0.0172,0.0191,0.882,"other_error"
"2-3","HH_size_n <=   2.5 & medical_deductions >   3.0 & total_deductions_by_hh_size > 464.0 & utilities <= 974.0","ranger_mtry1",101,30,0.297,0.2283,60,11,0.1833,0.0281,0.0406,0.698,64,15,0.2344,0.0152,0.0193,0.697,"other_error"
"2-3","cat_elig <= 1.500 & rawben_rel_max > 0.993 & rawben_rel_max <= 0.998","ranger_mtry1",71,22,0.3099,0.228,70,14,0.2,0.0357,0.0405,0.815,71,15,0.2113,0.0152,0.0157,0.773,"other_error"
"2-3","married >   0.500 & medical_deductions >   4.500 & total_deductions_by_hh_size > 502.000 & unc_rawben_rel_max >   0.204","ranger_mtry1",71,22,0.3099,0.228,37,6,0.1622,0.0153,0.0275,0.431,40,9,0.225,0.0091,0.0122,0.435,"other_error"
"2-3","count_divisible_by_100 <=    2.500 & medical_deductions <=  805.000 & rawben_rel_max <=    0.996 & shelter_expenses_by_hh_size > 1180.000","ranger_mtry1",49,16,0.3265,0.2279,36,3,0.0833,0.0077,0.0113,0.419,42,9,0.2143,0.0091,0.014,0.457,"other_error"
"2-3","medical_deductions >= 115.000 & rawben_rel_max <   0.996 & total_deductions_by_hh_size >= 519.000 & unc_rawben_rel_max <   0.993","xgboost",60,19,0.3167,0.2276,28,5,0.1786,0.0128,0.0106,0.326,31,8,0.2581,0.0081,0.0064,0.338,"other_error"
"2-3","elderly_disabled_i >   0.50 & total_deductions_by_hh_size > 617.00 & unc_rawben_rel_max <=   1.06","ranger_mtry1",90,27,0.3,0.2273,49,8,0.1633,0.0204,0.0214,0.57,54,13,0.2407,0.0132,0.0139,0.588,"other_error"
"2-3","percent_abawd <=   1.750 & rawben_rel_max <=   0.995 & shelter_expenses_by_hh_size > 275.000 & total_deductions_by_hh_size > 637.000","ranger_mtry1",144,41,0.2847,0.2273,80,12,0.15,0.0306,0.0328,0.931,87,19,0.2184,0.0193,0.0211,0.947,"other_error"
"2-3","cat_elig <   2.0000 & medical_deductions >= 204.0000 & rawben_rel_max >=   0.0479 & shelter_expenses_by_hh_size < 615.0000","xgboost",42,14,0.3333,0.227,31,6,0.1935,0.0153,0.0241,0.361,32,7,0.2188,0.0071,0.0086,0.348,"other_error"
"2-3","expedited_i <=   0.5 & married >   0.5 & medical_deductions > 575.0","ranger_mtry1",28,10,0.3571,0.2269,11,3,0.2727,0.0077,0.0163,0.128,11,3,0.2727,0.003,0.0053,0.12,"other_error"
"2-3","count_divisible_by_100 >=   1.00 & shelter_expenses_by_hh_size >= 944.00 & unc_rawben_rel_max <   1.09","xgboost",18,7,0.3889,0.2266,22,0,0,0,0,0.256,25,3,0.12,0.003,0.0045,0.272,"other_error"
"2-3","shelter_expenses_by_hh_size < 219.0 & total_deductions_by_hh_size >= 393.0 & unc_rawben_rel_max <   1.1","xgboost",18,7,0.3889,0.2266,10,1,0.1,0.0026,0.0022,0.116,10,1,0.1,0.001,7e-04,0.109,"other_error"
"2-3","medical_deductions >= 363 & months_since_cert_n >=   4","xgboost",35,12,0.3429,0.2265,26,3,0.1154,0.0077,0.0102,0.303,26,3,0.1154,0.003,0.0033,0.283,"other_error"
"2-3","medical_deductions >= 140 & total_deductions_by_hh_size >= 337 & utilities < 577","xgboost",79,24,0.3038,0.2263,27,7,0.2593,0.0179,0.0132,0.314,29,9,0.3103,0.0091,0.0075,0.316,"other_error"
"2-3","rawben_rel_max <=   0.997 & total_deductions_by_hh_size > 637.000","ranger_mtry1",145,41,0.2828,0.2257,80,12,0.15,0.0306,0.0328,0.931,87,19,0.2184,0.0193,0.0211,0.947,"other_error"
"2-3","cat_elig <   2.0000 & medical_deductions >= 197.0000 & rawben_rel_max >=   0.0479 & shelter_expenses_by_hh_size < 724.0000","xgboost",57,18,0.3158,0.2248,47,12,0.2553,0.0306,0.0394,0.547,49,14,0.2857,0.0142,0.0142,0.533,"other_error"
"2-3","medical_deductions <= 11.500 & rawben_rel_max >  0.991 & rawben_rel_max <=  0.997","ranger_mtry1",138,39,0.2826,0.2242,73,13,0.1781,0.0332,0.0332,0.85,75,15,0.2,0.0152,0.0137,0.817,"other_error"
"2-3","children_i <=   0.500 & rawben_rel_max <=   0.995 & shelter_expenses_by_hh_size > 946.000 & utilities >  29.500","ranger_mtry1",99,29,0.2929,0.224,65,9,0.1385,0.023,0.0237,0.757,69,13,0.1884,0.0132,0.015,0.751,"other_error"
"2-3","medical_deductions >= 145.0000 & rawben_rel_max >=   0.0479 & utilities >= 503.0000 & utilities < 680.0000","xgboost",39,13,0.3333,0.2236,28,4,0.1429,0.0102,0.0137,0.326,29,5,0.1724,0.0051,0.0051,0.316,"other_error"
"2-3","rawben_rel_max >   0.993 & total_deductions_by_hh_size <= 525.000 & unc_rawben_rel_max <=   0.998","ranger_mtry1",111,32,0.2883,0.2233,67,12,0.1791,0.0306,0.0282,0.78,68,13,0.1912,0.0132,0.0116,0.74,"other_error"
"2-3","HH_size_n <=   2.500 & homeless <=   0.500 & medical_deductions > 650.000 & rawben_rel_max <=   0.999","ranger_mtry1",15,6,0.4,0.2232,4,0,0,0,0,0.047,4,0,0,0,0,0.044,"other_error"
"2-3","cat_elig >   0.50 & medical_deductions > 548.00 & medical_deductions <= 694.00 & percent_abawd <=   1.75","ranger_mtry1",15,6,0.4,0.2232,7,1,0.1429,0.0026,0.002,0.081,7,1,0.1429,0.001,7e-04,0.076,"other_error"
"2-3","children_i >    0.5 & total_deductions_by_hh_size > 1080.0","ranger_mtry1",15,6,0.4,0.2232,6,1,0.1667,0.0026,0.0013,0.07,6,1,0.1667,0.001,4e-04,0.065,"other_error"
"2-3","elderly_disabled_i <= 0.500 & months_since_cert_n <= 5.500 & rawben_rel_max > 0.995 & rawben_rel_max <= 0.997","ranger_mtry1",15,6,0.4,0.2232,13,1,0.0769,0.0026,0.0011,0.151,13,1,0.0769,0.001,4e-04,0.142,"other_error"
"2-3","HH_size_n <=    2.5 & total_deductions_by_hh_size > 1010.0 & total_deductions_by_hh_size <= 1660.0","ranger_mtry1",25,9,0.36,0.223,13,2,0.1538,0.0051,0.0162,0.151,16,5,0.3125,0.0051,0.0113,0.174,"other_error"
"2-3","rawben_rel_max <   1 & total_deductions_by_hh_size >= 655 & utilities >= 534","xgboost",84,25,0.2976,0.2229,52,8,0.1538,0.0204,0.0152,0.605,55,11,0.2,0.0112,0.0104,0.599,"other_error"
"2-3","married <= 0.500 & medical_deductions <= 4.500 & unc_rawben_rel_max > 0.993 & unc_rawben_rel_max <= 0.998","ranger_mtry1",96,28,0.2917,0.2219,59,9,0.1525,0.023,0.0228,0.687,60,10,0.1667,0.0101,0.0099,0.653,"other_error"
"2-3","count_divisible_by_100 <=   0.500 & rawben_rel_max <=   0.997 & total_deductions_by_hh_size > 637.000","ranger_mtry1",132,37,0.2803,0.2209,70,11,0.1571,0.0281,0.031,0.815,77,18,0.2338,0.0183,0.0205,0.838,"other_error"
"2-3","HH_size_n <=    2.5 & total_deductions_by_hh_size > 1010.0 & utilities <=  701.0","ranger_mtry1",12,5,0.4167,0.22,9,2,0.2222,0.0051,0.0162,0.105,10,3,0.3,0.003,0.008,0.109,"other_error"
"2-3","medical_deductions >   4.50 & percent_abawd <=   1.75 & shelter_expenses_by_hh_size > 946.00 & shelter_expenses_by_hh_size <= 994.00","ranger_mtry1",12,5,0.4167,0.22,4,1,0.25,0.0026,0.0022,0.047,4,1,0.25,0.001,7e-04,0.044,"other_error"
"2-3","children_i >   0.500 & rawben_rel_max <=   0.996 & total_deductions_by_hh_size > 700.000 & utilities >  30.500","ranger_mtry1",47,15,0.3191,0.2198,32,4,0.125,0.0102,0.0114,0.372,34,6,0.1765,0.0061,0.0066,0.37,"other_error"
"2-3","medical_deductions >   4.50 & percent_abawd <=   1.75 & shelter_expenses_by_hh_size > 946.00","ranger_mtry1",36,12,0.3333,0.2198,25,6,0.24,0.0153,0.0189,0.291,29,10,0.3448,0.0101,0.0119,0.316,"other_error"
"2-3","cat_elig <= 1.500 & expedited_i <= 0.500 & rawben_rel_max > 0.993 & rawben_rel_max <= 0.998","ranger_mtry1",66,20,0.303,0.2193,64,13,0.2031,0.0332,0.0356,0.745,65,14,0.2154,0.0142,0.0141,0.708,"other_error"
"2-3","children_i <=   0.5 & count_divisible_by_100 <=   1.5 & medical_deductions > 115.0 & total_deductions_by_hh_size > 525.0","ranger_mtry1",66,20,0.303,0.2193,45,7,0.1556,0.0179,0.0312,0.524,50,12,0.24,0.0122,0.0176,0.544,"other_error"
"2-3","children_i <=   0.5 & married >   0.5 & total_deductions_by_hh_size > 578.0 & utilities <= 428.0","ranger_mtry1",22,8,0.3636,0.2187,9,1,0.1111,0.0026,0.001,0.105,10,2,0.2,0.002,8e-04,0.109,"other_error"
"2-3","expedited_i <=   0.500 & HH_size_n <=   2.500 & medical_deductions > 584.000 & unc_rawben_rel_max <=   0.999","ranger_mtry1",22,8,0.3636,0.2187,9,1,0.1111,0.0026,0.002,0.105,9,1,0.1111,0.001,7e-04,0.098,"other_error"
"2-3","cat_elig <   2.000 & rawben_rel_max >=   0.994 & rawben_rel_max <   1.000 & total_deductions_by_hh_size >= 203.000","xgboost",29,10,0.3448,0.2186,42,9,0.2143,0.023,0.0376,0.489,42,9,0.2143,0.0091,0.0123,0.457,"other_error"
"2-3","cat_elig >   0.5 & medical_deductions >  70.0 & total_deductions_by_hh_size > 759.0","ranger_mtry1",29,10,0.3448,0.2186,22,5,0.2273,0.0128,0.0262,0.256,24,7,0.2917,0.0071,0.0119,0.261,"other_error"
"2-3","cat_elig >   0.50 & medical_deductions > 548.00 & percent_abawd <=   1.75","ranger_mtry1",29,10,0.3448,0.2186,14,4,0.2857,0.0102,0.0203,0.163,14,4,0.2857,0.0041,0.0066,0.152,"other_error"
"2-3","expedited_i <=    0.5 & married >    0.5 & shelter_expenses_by_hh_size > 1140.0 & utilities >   30.5","ranger_mtry1",29,10,0.3448,0.2186,28,2,0.0714,0.0051,0.0098,0.326,32,6,0.1875,0.0061,0.0101,0.348,"other_error"
"2-3","cat_elig >    0.500 & months_since_cert_n <=   27.500 & shelter_expenses_by_hh_size > 1170.000 & unc_rawben_rel_max <=    0.998","ranger_mtry1",51,16,0.3137,0.2185,37,3,0.0811,0.0077,0.0113,0.431,43,9,0.2093,0.0091,0.014,0.468,"other_error"
"2-3","rawben_rel_max <   0.996 & total_deductions_by_hh_size >= 624.000","xgboost",154,42,0.2727,0.218,90,14,0.1556,0.0357,0.0376,1.048,99,23,0.2323,0.0233,0.0251,1.078,"other_error"
"2-3","children_i >   0.500 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 683.000","ranger_mtry1",55,17,0.3091,0.2176,39,4,0.1026,0.0102,0.0114,0.454,41,6,0.1463,0.0061,0.0066,0.446,"other_error"
"2-3","percent_abawd <   0.500 & rawben_rel_max >=   0.243 & rawben_rel_max <   0.333 & total_deductions_by_hh_size >= 506.000","xgboost",44,14,0.3182,0.2161,27,3,0.1111,0.0077,0.0057,0.314,32,8,0.25,0.0081,0.0046,0.348,"other_error"
"2-3","months_since_cert_n >=   9.000 & rawben_rel_max <   0.852 & total_deductions_by_hh_size >= 396.000 & utilities < 473.000","xgboost",33,11,0.3333,0.2156,27,2,0.0741,0.0051,0.0032,0.314,29,4,0.1379,0.0041,0.0021,0.316,"other_error"
"2-3","shelter_expenses_by_hh_size >= 1180 & total_deductions_by_hh_size >=  741 & utilities >=  571","xgboost",33,11,0.3333,0.2156,18,1,0.0556,0.0026,0.0013,0.21,19,2,0.1053,0.002,0.0011,0.207,"other_error"
"2-3","married >   0.5 & shelter_expenses_by_hh_size > 877.0 & total_deductions_by_hh_size > 423.0 & utilities <= 770.0","ranger_mtry1",75,22,0.2933,0.2153,37,2,0.0541,0.0051,0.0091,0.431,40,5,0.125,0.0051,0.0066,0.435,"other_error"
"2-3","rawben_rel_max >=   0.993 & rawben_rel_max <   0.996 & total_deductions_by_hh_size < 519.000","xgboost",79,23,0.2911,0.2151,56,11,0.1964,0.0281,0.0245,0.652,57,12,0.2105,0.0122,0.0104,0.621,"other_error"
"2-3","children_i < 1.000 & expedited_i >= 1.000 & rawben_rel_max < 0.751","xgboost",48,15,0.3125,0.215,29,0,0,0,0,0.338,33,4,0.1212,0.0041,0.0063,0.359,"other_error"
"2-3","medical_deductions < 194.00 & total_deductions_by_hh_size >= 686.00 & unc_rawben_rel_max <   1.13","xgboost",95,27,0.2842,0.2149,63,7,0.1111,0.0179,0.023,0.733,66,10,0.1515,0.0101,0.0128,0.719,"other_error"
"2-3","count_divisible_by_100 <=   0.5 & married >   0.5 & medical_deductions > 584.0","ranger_mtry1",26,9,0.3462,0.2139,9,3,0.3333,0.0077,0.0163,0.105,9,3,0.3333,0.003,0.0053,0.098,"other_error"
"2-3","medical_deductions > 365 & shelter_expenses_by_hh_size > 424","ranger_mtry1",26,9,0.3462,0.2139,24,3,0.125,0.0077,0.0102,0.279,25,4,0.16,0.0041,0.0038,0.272,"other_error"
"2-3","total_deductions_by_hh_size >= 948 & utilities < 703","xgboost",26,9,0.3462,0.2139,13,2,0.1538,0.0051,0.0162,0.151,15,4,0.2667,0.0041,0.0088,0.163,"other_error"
"2-3","elderly_disabled_i <   1 & shelter_expenses_by_hh_size >= 510 & total_deductions_by_hh_size >= 655 & utilities >= 730","xgboost",19,7,0.3684,0.2137,12,0,0,0,0,0.14,13,1,0.0769,0.001,4e-04,0.142,"other_error"
"2-3","medical_deductions > 575 & total_deductions_by_hh_size <= 704","ranger_mtry1",19,7,0.3684,0.2137,8,1,0.125,0.0026,0.004,0.093,8,1,0.125,0.001,0.0013,0.087,"other_error"
"2-3","medical_deductions >=  7.000 & rawben_rel_max >=  0.301 & unc_rawben_rel_max <  1.170 & utilities < 32.000","xgboost",19,7,0.3684,0.2137,9,0,0,0,0,0.105,9,0,0,0,0,0.098,"other_error"
"2-3","children_i <=   0.5 & medical_deductions > 145.0 & total_deductions_by_hh_size > 595.0","ranger_mtry1",37,12,0.3243,0.2135,22,3,0.1364,0.0077,0.0163,0.256,25,6,0.24,0.0061,0.0091,0.272,"other_error"
"2-3","rawben_rel_max >= 0.994 & rawben_rel_max < 1.000","xgboost",120,33,0.275,0.2135,76,16,0.2105,0.0408,0.051,0.885,76,16,0.2105,0.0162,0.0167,0.827,"other_error"
"2-3","expedited_i <=   0.500 & married <=   0.500 & total_deductions_by_hh_size > 670.000 & unc_rawben_rel_max <=   0.998","ranger_mtry1",68,20,0.2941,0.2125,41,6,0.1463,0.0153,0.0169,0.477,45,10,0.2222,0.0101,0.0114,0.49,"other_error"
"2-3","rawben_rel_max >=   0.284 & rawben_rel_max <   0.296 & shelter_expenses_by_hh_size >= 553.000","xgboost",30,10,0.3333,0.2108,11,1,0.0909,0.0026,0.0032,0.128,12,2,0.1667,0.002,0.0014,0.131,"other_error"
"2-3","total_deductions_by_hh_size > 1010 & total_deductions_by_hh_size <= 1660","ranger_mtry1",30,10,0.3333,0.2108,15,3,0.2,0.0077,0.0175,0.175,18,6,0.3333,0.0061,0.0117,0.196,"other_error"
"2-3","shelter_expenses_by_hh_size > 1190.000 & unc_rawben_rel_max <=    0.997","ranger_mtry1",49,15,0.3061,0.2103,34,3,0.0882,0.0077,0.0113,0.396,40,9,0.225,0.0091,0.014,0.435,"other_error"
"2-3","medical_deductions >= 197.0000 & rawben_rel_max >=   0.0479 & shelter_expenses_by_hh_size < 724.0000","xgboost",89,25,0.2809,0.2099,47,12,0.2553,0.0306,0.0394,0.547,49,14,0.2857,0.0142,0.0142,0.533,"other_error"
"2-3","medical_deductions >= 202 & medical_deductions < 291","xgboost",53,16,0.3019,0.2099,22,4,0.1818,0.0102,0.0058,0.256,23,5,0.2174,0.0051,0.0026,0.25,"other_error"
"2-3","cat_elig <=   1.500 & rawben_rel_max >   0.993 & total_deductions_by_hh_size <= 681.000 & unc_rawben_rel_max <=   0.998","ranger_mtry1",69,20,0.2899,0.2093,67,13,0.194,0.0332,0.0324,0.78,68,14,0.2059,0.0142,0.013,0.74,"other_error"
"2-3","married >   0.5 & medical_deductions > 550.0 & shelter_expenses_by_hh_size > 259.0 & utilities > 388.0","ranger_mtry1",23,8,0.3478,0.2085,13,3,0.2308,0.0077,0.0163,0.151,13,3,0.2308,0.003,0.0053,0.142,"other_error"
"2-3","months_since_cert_n <   2 & shelter_expenses_by_hh_size < 442 & total_deductions_by_hh_size >= 393 & total_deductions_by_hh_size < 498","xgboost",23,8,0.3478,0.2085,7,0,0,0,0,0.081,7,0,0,0,0,0.076,"other_error"
"2-3","medical_deductions >= 206.000 & medical_deductions < 268.000 & rawben_rel_max <   0.996","xgboost",38,12,0.3158,0.2076,15,3,0.2,0.0077,0.0047,0.175,16,4,0.25,0.0041,0.0022,0.174,"other_error"
"2-3","shelter_expenses_by_hh_size < 444 & total_deductions_by_hh_size >= 519 & utilities >= 361","xgboost",38,12,0.3158,0.2076,19,3,0.1579,0.0077,0.0132,0.221,21,5,0.2381,0.0051,0.0057,0.229,"other_error"
"2-3","shelter_expenses_by_hh_size < 615 & total_deductions_by_hh_size >= 624 & utilities >= 340","xgboost",38,12,0.3158,0.2076,25,7,0.28,0.0179,0.0267,0.291,26,8,0.3077,0.0081,0.0102,0.283,"other_error"
"2-3","medical_deductions >= 197.0000 & rawben_rel_max >=   0.0479","xgboost",128,34,0.2656,0.2067,70,14,0.2,0.0357,0.0432,0.815,75,19,0.2533,0.0193,0.0192,0.817,"other_error"
"2-3","count_divisible_by_100 <=    2.5 & HH_size_n <=    2.5 & total_deductions_by_hh_size > 1040.0","ranger_mtry1",27,9,0.3333,0.2054,15,3,0.2,0.0077,0.0224,0.175,18,6,0.3333,0.0061,0.0133,0.196,"other_error"
"2-3","children_i <   1.000 & medical_deductions >=   1.000 & rawben_rel_max >=   0.215 & utilities < 886.000","xgboost",238,59,0.2479,0.2049,131,22,0.1679,0.0561,0.0564,1.525,137,28,0.2044,0.0284,0.026,1.492,"other_error"
"2-3","cat_elig <   2.0000 & medical_deductions >= 204.0000 & rawben_rel_max >=   0.0479","xgboost",75,21,0.28,0.2035,65,12,0.1846,0.0306,0.039,0.757,70,17,0.2429,0.0172,0.0179,0.762,"other_error"
"2-3","HH_size_n <=    2.5 & months_since_cert_n <=    7.5 & total_deductions_by_hh_size > 1100.0","ranger_mtry1",20,7,0.35,0.2022,9,2,0.2222,0.0051,0.0162,0.105,11,4,0.3636,0.0041,0.0106,0.12,"other_error"
"2-3","medical_deductions > 362.000 & rawben_rel_max <=   0.442 & total_deductions_by_hh_size > 281.000 & unc_rawben_rel_max <=   0.998","ranger_mtry1",20,7,0.35,0.2022,13,1,0.0769,0.0026,0.002,0.151,14,2,0.1429,0.002,0.0012,0.152,"other_error"
"2-3","medical_deductions >= 168 & months_since_cert_n >=   5 & total_deductions_by_hh_size >= 512 & utilities >= 534","xgboost",20,7,0.35,0.2022,19,3,0.1579,0.0077,0.0102,0.221,20,4,0.2,0.0041,0.004,0.218,"other_error"
"2-3","rawben_rel_max >=   0.272 & total_deductions_by_hh_size >= 433.000 & unc_rawben_rel_max <   0.338","xgboost",59,17,0.2881,0.2021,44,2,0.0455,0.0051,0.0038,0.512,49,7,0.1429,0.0071,0.004,0.533,"other_error"
"2-3","children_i >   0.500 & expedited_i <=   0.500 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 679.000","ranger_mtry1",55,16,0.2909,0.2019,36,4,0.1111,0.0102,0.0114,0.419,38,6,0.1579,0.0061,0.0066,0.414,"other_error"
"2-3","children_i >   0.500 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 260.000 & unc_rawben_rel_max >   0.993","ranger_mtry1",55,16,0.2909,0.2019,30,3,0.1,0.0077,0.0088,0.349,31,4,0.129,0.0041,0.0053,0.338,"other_error"
"2-3","cat_elig >=   2 & medical_deductions >=  32 & total_deductions_by_hh_size >= 468","xgboost",43,13,0.3023,0.2017,4,0,0,0,0,0.047,4,0,0,0,0,0.044,"other_error"
"2-3","married >   0.500 & rawben_rel_max <=   0.995 & total_deductions_by_hh_size > 546.000","ranger_mtry1",101,27,0.2673,0.2017,61,10,0.1639,0.0255,0.0249,0.71,66,15,0.2273,0.0152,0.0157,0.719,"other_error"
"2-3","HH_size_n <=    2.5 & married <=    0.5 & total_deductions_by_hh_size > 1080.0","ranger_mtry1",13,5,0.3846,0.2016,6,0,0,0,0,0.07,7,1,0.1429,0.001,0.0027,0.076,"other_error"
"2-3","HH_size_n <=   2.5 & shelter_expenses_by_hh_size <= 862.0 & total_deductions_by_hh_size > 949.0","ranger_mtry1",13,5,0.3846,0.2016,8,2,0.25,0.0051,0.0143,0.093,8,2,0.25,0.002,0.0047,0.087,"other_error"
"2-3","cat_elig > 2.5 & HH_size_n <= 2.5 & months_since_cert_n > 5.5","ranger_mtry1",13,5,0.3846,0.2016,0,0,NA,0,0,0,0,0,NA,0,0,0,"other_error"
"2-3","count_divisible_by_100 >   0.5 & medical_deductions > 138.0 & months_since_cert_n <=   8.5","ranger_mtry1",13,5,0.3846,0.2016,9,0,0,0,0,0.105,9,0,0,0,0,0.098,"other_error"
"4+","elderly_disabled_i <   1.00 & months_since_cert_n >=   5.00 & total_deductions_by_hh_size >= 457.00 & unc_rawben_rel_max <   1.28","xgboost",12,8,0.6667,0.4315,8,1,0.125,0.0042,0.0101,0.189,11,4,0.3636,0.0056,0.0055,0.234,"other_error"
"4+","months_since_cert_n >   4.5 & total_deductions_by_hh_size > 516.0","ranger_mtry1",11,7,0.6364,0.394,4,0,0,0,0,0.095,7,3,0.4286,0.0042,0.0028,0.149,"other_error"
"4+","rawben_rel_max < 0.554 & total_deductions_by_hh_size >= 1.500 & total_deductions_by_hh_size < 3.000","xgboost",11,7,0.6364,0.394,3,0,0,0,0,0.071,3,0,0,0,0,0.064,"other_error"
"4+","total_deductions_by_hh_size >=   1.500 & total_deductions_by_hh_size <   5.100 & unc_rawben_rel_max <   0.613 & utilities < 530.000","xgboost",11,7,0.6364,0.394,6,0,0,0,0,0.142,6,0,0,0,0,0.127,"other_error"
"4+","elderly_disabled_i <=   0.5 & expedited_i <=   0.5 & months_since_cert_n >   0.5 & total_deductions_by_hh_size > 517.0","ranger_mtry1",15,9,0.6,0.3926,8,2,0.25,0.0085,0.0063,0.189,10,4,0.4,0.0056,0.0034,0.212,"other_error"
"4+","rawben_rel_max >=   0.996 & unc_rawben_rel_max <   1.000 & utilities < 363.000","xgboost",15,9,0.6,0.3926,7,0,0,0,0,0.166,7,0,0,0,0,0.149,"other_error"
"4+","rawben_rel_max < 0.723 & total_deductions_by_hh_size >= 1.500 & total_deductions_by_hh_size < 3.000 & unc_rawben_rel_max < 1.150","xgboost",14,8,0.5714,0.3604,7,0,0,0,0,0.166,7,0,0,0,0,0.149,"other_error"
"4+","count_divisible_by_100 <=   1.5 & elderly_disabled_i <=   0.5 & shelter_expenses_by_hh_size > 251.0 & total_deductions_by_hh_size > 516.0","ranger_mtry1",17,9,0.5294,0.3404,7,2,0.2857,0.0085,0.0063,0.166,9,4,0.4444,0.0056,0.0034,0.191,"other_error"
"4+","expedited_i <=   0.5 & shelter_expenses_by_hh_size <= 443.0 & total_deductions_by_hh_size > 516.0","ranger_mtry1",15,8,0.5333,0.3331,5,1,0.2,0.0042,0.0037,0.118,6,2,0.3333,0.0028,0.0024,0.127,"other_error"
"4+","shelter_expenses_by_hh_size > 266 & total_deductions_by_hh_size > 513 & unc_rawben_rel_max <=   1 & utilities > 451","ranger_mtry1",15,8,0.5333,0.3331,3,1,0.3333,0.0042,0.0037,0.071,3,1,0.3333,0.0014,9e-04,0.064,"other_error"
"4+","elderly_disabled_i <=   0.5 & total_deductions_by_hh_size > 516.0","ranger_mtry1",18,9,0.5,0.3192,8,2,0.25,0.0085,0.0063,0.189,10,4,0.4,0.0056,0.0034,0.212,"other_error"
"4+","HH_size_n <=   5.5 & married <=   0.5 & total_deductions_by_hh_size > 490.0 & utilities > 450.0","ranger_mtry1",21,10,0.4762,0.3101,3,1,0.3333,0.0042,0.0037,0.071,3,1,0.3333,0.0014,9e-04,0.064,"other_error"
"4+","months_since_cert_n >=   5 & total_deductions_by_hh_size >= 457","xgboost",16,8,0.5,0.3098,9,1,0.1111,0.0042,0.0101,0.213,14,6,0.4286,0.0084,0.0082,0.297,"other_error"
"4+","months_since_cert_n >   3.5 & shelter_expenses_by_hh_size <= 454.0 & total_deductions_by_hh_size > 374.0","ranger_mtry1",31,13,0.4194,0.2859,26,6,0.2308,0.0254,0.0342,0.615,30,10,0.3333,0.014,0.0129,0.637,"other_error"
"4+","rawben_rel_max >=   0.583 & rawben_rel_max <   0.759 & total_deductions_by_hh_size >= 369.000 & utilities >= 452.000","xgboost",12,6,0.5,0.2855,6,0,0,0,0,0.142,6,0,0,0,0,0.127,"other_error"
"4+","HH_size_n <=  11.5 & months_since_cert_n >   4.5 & total_deductions_by_hh_size > 470.0","ranger_mtry1",15,7,0.4667,0.2767,8,1,0.125,0.0042,0.0101,0.189,12,5,0.4167,0.007,0.0071,0.255,"other_error"
"4+","elderly_disabled_i <=   0.5 & homeless <=   0.5 & total_deductions_by_hh_size > 490.0","ranger_mtry1",24,10,0.4167,0.268,9,2,0.2222,0.0085,0.0063,0.213,11,4,0.3636,0.0056,0.0034,0.234,"other_error"
"4+","unc_rawben_rel_max >=   0.994 & unc_rawben_rel_max <   1.000 & utilities < 370.000","xgboost",24,10,0.4167,0.268,11,0,0,0,0,0.26,11,0,0,0,0,0.234,"other_error"
"4+","medical_deductions <=  62.500 & months_since_cert_n >   2.500 & total_deductions_by_hh_size > 385.000 & unc_rawben_rel_max <=   0.998","ranger_mtry1",49,18,0.3673,0.2638,25,5,0.2,0.0212,0.0258,0.591,29,9,0.3103,0.0126,0.0107,0.616,"other_error"
"4+","HH_size_n <= 11.50 & total_deductions_by_hh_size >  1.88 & total_deductions_by_hh_size <=  3.05","ranger_mtry1",25,10,0.4,0.2564,12,1,0.0833,0.0042,0.0054,0.284,12,1,0.0833,0.0014,0.0014,0.255,"other_error"
