hh,rule,era,basis,n_cases_flagged,n_error_cases,n_variances,mode_element,mode_element_share,mode_nature,mode_nature_share,agency_agency,agency_client,agency_third_party,agency_other,agency_UNDOCUMENTED,agency_unknown,timeper_before_action,timeper_at_action,timeper_after_action,timeper_undetermined,findg_overissuance,findg_underissuance,findg_ineligible,n_desk_closable,n_catchable_at_action,share_agency,share_desk_closable,share_catchable_at_action,amterr_total,amount_total,n_pre_auth,share_pre_auth,review_mode
2-3,shelter_expenses_by_hh_size <= 592.0 & total_deductions_by_hh_size > 522.0 & utilities >  37.5,train_2022_23,national,169,65,119,311.0,0.20168067226890757,53.0,0.24369747899159663,63,50,0,6,0,0,14,73,32,0,70,8,1,27,87,0.5294117647058824,0.226890756302521,0.7310924369747899,24235.0,13334.0,22,0.18487394957983194,post_authorization
2-3,shelter_expenses_by_hh_size <= 592.0 & total_deductions_by_hh_size > 522.0 & utilities >  37.5,test_2024,national,91,29,52,311.0,0.28846153846153844,52.0,0.17307692307692307,26,21,1,1,3,0,5,33,14,0,24,13,0,18,38,0.5,0.34615384615384615,0.7307692307692307,11055.0,4136.0,13,0.25,mixed
2-3,shelter_expenses_by_hh_size <= 592.0 & total_deductions_by_hh_size > 522.0 & utilities >  37.5,test_2024,deployed,18,3,9,323.0,0.3333333333333333,56.0,0.3333333333333333,1,5,1,0,2,0,1,6,2,0,1,3,0,2,7,0.1111111111111111,0.2222222222222222,0.7777777777777778,3041.0,860.0,1,0.1111111111111111,post_authorization
2-3,rawben_rel_max <   0.904 & total_deductions_by_hh_size >= 353.000 & utilities < 347.000,train_2022_23,national,244,90,148,311.0,0.3108108108108108,53.0,0.1891891891891892,77,64,0,7,0,0,23,90,35,0,78,24,1,25,113,0.5202702702702703,0.16891891891891891,0.7635135135135135,26630.0,13807.0,15,0.10135135135135136,post_authorization
2-3,rawben_rel_max <   0.904 & total_deductions_by_hh_size >= 353.000 & utilities < 347.000,test_2024,national,86,26,33,311.0,0.3333333333333333,38.0,0.21212121212121213,17,12,0,0,4,0,1,22,10,0,19,5,0,4,23,0.5151515151515151,0.12121212121212122,0.696969696969697,6346.0,4066.0,2,0.06060606060606061,post_authorization
2-3,rawben_rel_max <   0.904 & total_deductions_by_hh_size >= 353.000 & utilities < 347.000,test_2024,deployed,19,4,6,311.0,0.3333333333333333,16.0,0.3333333333333333,4,2,0,0,0,0,0,2,4,0,3,1,0,3,2,0.6666666666666666,0.5,0.3333333333333333,1344.0,531.0,2,0.3333333333333333,mixed
2-3,expedited_i <=   0.500 & medical_deductions > 128.000 & rawben_rel_max >   0.803 & unc_rawben_rel_max >   0.324,train_2022_23,national,96,39,64,365.0,0.34375,53.0,0.5625,42,19,0,3,0,0,7,47,10,0,54,2,0,23,54,0.65625,0.359375,0.84375,12191.0,8403.0,18,0.28125,mixed
2-3,expedited_i <=   0.500 & medical_deductions > 128.000 & rawben_rel_max >   0.803 & unc_rawben_rel_max >   0.324,test_2024,national,48,16,22,365.0,0.36363636363636365,56.0,0.3181818181818182,12,5,1,1,3,0,2,13,7,0,15,1,0,8,15,0.5454545454545454,0.36363636363636365,0.6818181818181818,6461.0,2809.0,3,0.13636363636363635,post_authorization
2-3,expedited_i <=   0.500 & medical_deductions > 128.000 & rawben_rel_max >   0.803 & unc_rawben_rel_max >   0.324,test_2024,deployed,8,3,4,363.0,0.5,56.0,0.5,3,1,0,0,0,0,0,4,0,0,4,0,0,1,4,0.75,0.25,1.0,1215.0,746.0,1,0.25,insufficient
4+,expedited_i >   0.500 & rawben_rel_max <=   0.932 & shelter_expenses_by_hh_size <= 155.000 & unc_rawben_rel_max >   0.654,train_2022_23,national,82,34,50,311.0,0.32,38.0,0.18,33,16,1,0,0,0,6,28,16,0,15,21,0,17,34,0.66,0.34,0.68,9825.0,6683.0,11,0.22,post_authorization
4+,expedited_i >   0.500 & rawben_rel_max <=   0.932 & shelter_expenses_by_hh_size <= 155.000 & unc_rawben_rel_max >   0.654,test_2024,national,36,10,15,364.0,0.2,52.0,0.26666666666666666,10,2,0,0,3,0,0,7,8,0,3,8,0,6,7,0.6666666666666666,0.4,0.4666666666666667,3036.0,1231.0,2,0.13333333333333333,post_authorization
4+,expedited_i >   0.500 & rawben_rel_max <=   0.932 & shelter_expenses_by_hh_size <= 155.000 & unc_rawben_rel_max >   0.654,test_2024,deployed,10,3,3,350.0,0.3333333333333333,44.0,0.3333333333333333,1,0,0,0,2,0,0,2,1,0,0,3,0,0,2,0.3333333333333333,0.0,0.6666666666666666,324.0,324.0,0,0.0,insufficient
4+,HH_size_n >   4.500 & months_since_cert_n >   5.500 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size > 263.000,train_2022_23,national,320,114,188,311.0,0.324468085106383,38.0,0.2074468085106383,109,70,0,9,0,0,13,99,76,0,87,52,0,52,112,0.5797872340425532,0.2765957446808511,0.5957446808510638,43504.0,26948.0,32,0.1702127659574468,post_authorization
4+,HH_size_n >   4.500 & months_since_cert_n >   5.500 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size > 263.000,test_2024,national,206,69,99,311.0,0.46464646464646464,38.0,0.25252525252525254,48,46,0,1,4,0,4,39,53,1,56,22,0,21,43,0.48484848484848486,0.21212121212121213,0.43434343434343436,29650.0,18869.0,9,0.09090909090909091,post_authorization
4+,HH_size_n >   4.500 & months_since_cert_n >   5.500 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size > 263.000,test_2024,deployed,83,25,36,311.0,0.4444444444444444,38.0,0.3611111111111111,20,14,0,0,2,0,1,19,13,1,15,6,0,11,20,0.5555555555555556,0.3055555555555556,0.5555555555555556,8715.0,4678.0,7,0.19444444444444445,post_authorization
2-3,rawben_rel_max <   0.703 & total_deductions_by_hh_size < 201.000 & unc_rawben_rel_max >=   0.698 & utilities < 586.000,train_2022_23,national,36,17,26,311.0,0.2692307692307692,44.0,0.15384615384615385,13,12,0,1,0,0,2,14,10,0,13,8,0,4,16,0.5,0.15384615384615385,0.6153846153846154,4047.0,3147.0,2,0.07692307692307693,post_authorization
2-3,rawben_rel_max <   0.703 & total_deductions_by_hh_size < 201.000 & unc_rawben_rel_max >=   0.698 & utilities < 586.000,test_2024,national,27,5,7,346.0,0.2857142857142857,37.0,0.42857142857142855,4,2,0,0,1,0,3,4,0,0,5,1,0,0,7,0.5714285714285714,0.0,1.0,1523.0,1433.0,0,0.0,post_authorization
2-3,rawben_rel_max <   0.703 & total_deductions_by_hh_size < 201.000 & unc_rawben_rel_max >=   0.698 & utilities < 586.000,test_2024,deployed,5,2,2,363.0,0.5,57.0,0.5,1,0,0,0,1,0,0,2,0,0,1,1,0,0,2,0.5,0.0,1.0,204.0,204.0,0,0.0,insufficient
4+,months_since_cert_n >= 5.000 & rawben_rel_max >= 0.607 & rawben_rel_max < 0.625,train_2022_23,national,77,32,54,311.0,0.2962962962962963,38.0,0.2962962962962963,42,11,0,1,0,0,5,30,19,0,31,11,0,12,35,0.7777777777777778,0.2222222222222222,0.6481481481481481,11762.0,5262.0,8,0.14814814814814814,post_authorization
4+,months_since_cert_n >= 5.000 & rawben_rel_max >= 0.607 & rawben_rel_max < 0.625,test_2024,national,39,9,16,311.0,0.25,35.0,0.25,7,7,1,0,1,0,1,11,4,0,8,7,0,7,12,0.4375,0.4375,0.75,2233.0,2459.0,6,0.375,mixed
4+,months_since_cert_n >= 5.000 & rawben_rel_max >= 0.607 & rawben_rel_max < 0.625,test_2024,deployed,16,4,7,311.0,0.42857142857142855,35.0,0.2857142857142857,3,3,0,0,1,0,1,5,1,0,6,1,0,3,6,0.42857142857142855,0.42857142857142855,0.8571428571428571,770.0,1062.0,2,0.2857142857142857,mixed
1,cat_elig >   0.500 & medical_deductions > 226.000 & unc_rawben_rel_max >   0.316 & unc_rawben_rel_max <=   0.991,train_2022_23,national,234,85,125,365.0,0.608,53.0,0.616,85,32,4,4,0,0,19,76,30,0,89,4,0,41,95,0.68,0.328,0.76,16882.0,10770.0,23,0.184,post_authorization
1,cat_elig >   0.500 & medical_deductions > 226.000 & unc_rawben_rel_max >   0.316 & unc_rawben_rel_max <=   0.991,test_2024,national,128,41,66,365.0,0.5909090909090909,53.0,0.3181818181818182,42,17,0,3,4,0,2,52,12,0,41,12,0,23,54,0.6363636363636364,0.3484848484848485,0.8181818181818182,9450.0,5977.0,13,0.19696969696969696,post_authorization
1,cat_elig >   0.500 & medical_deductions > 226.000 & unc_rawben_rel_max >   0.316 & unc_rawben_rel_max <=   0.991,test_2024,deployed,50,10,14,365.0,0.6428571428571429,53.0,0.35714285714285715,10,4,0,0,0,0,1,11,2,0,8,2,0,2,12,0.7142857142857143,0.14285714285714285,0.8571428571428571,2206.0,1663.0,1,0.07142857142857142,post_authorization
2-3,HH_size_n >=   3.000 & rawben_rel_max >=   0.705 & total_deductions_by_hh_size >= 347.000 & utilities >= 361.000,train_2022_23,national,203,74,117,311.0,0.17094017094017094,53.0,0.21367521367521367,70,45,0,2,0,0,11,70,36,0,60,24,0,26,81,0.5982905982905983,0.2222222222222222,0.6923076923076923,23715.0,16541.0,17,0.1452991452991453,post_authorization
2-3,HH_size_n >=   3.000 & rawben_rel_max >=   0.705 & total_deductions_by_hh_size >= 347.000 & utilities >= 361.000,test_2024,national,154,39,65,311.0,0.27692307692307694,56.0,0.15384615384615385,27,31,0,4,3,0,6,45,14,0,36,11,0,9,51,0.4153846153846154,0.13846153846153847,0.7846153846153846,17181.0,6982.0,7,0.1076923076923077,post_authorization
2-3,HH_size_n >=   3.000 & rawben_rel_max >=   0.705 & total_deductions_by_hh_size >= 347.000 & utilities >= 361.000,test_2024,deployed,35,8,12,311.0,0.4166666666666667,56.0,0.16666666666666666,6,5,0,0,1,0,0,8,4,0,7,5,0,2,8,0.5,0.16666666666666666,0.6666666666666666,2676.0,1677.0,1,0.08333333333333333,post_authorization
4+,medical_deductions <= 179.000 & rawben_rel_max >   0.777 & rawben_rel_max <=   0.817 & total_deductions_by_hh_size > 204.000,train_2022_23,national,107,42,63,311.0,0.3968253968253968,53.0,0.2222222222222222,32,29,0,2,0,0,10,30,23,0,31,10,0,16,40,0.5079365079365079,0.25396825396825395,0.6349206349206349,11023.0,6225.0,11,0.1746031746031746,post_authorization
4+,medical_deductions <= 179.000 & rawben_rel_max >   0.777 & rawben_rel_max <=   0.817 & total_deductions_by_hh_size > 204.000,test_2024,national,72,19,32,311.0,0.3125,38.0,0.15625,16,13,0,0,3,0,4,16,11,0,16,8,1,5,20,0.5,0.15625,0.625,9601.0,5149.0,4,0.125,post_authorization
4+,medical_deductions <= 179.000 & rawben_rel_max >   0.777 & rawben_rel_max <=   0.817 & total_deductions_by_hh_size > 204.000,test_2024,deployed,16,3,7,151.0,0.14285714285714285,7.0,0.14285714285714285,4,2,0,0,1,0,2,4,0,0,4,2,0,1,6,0.5714285714285714,0.14285714285714285,0.8571428571428571,2710.0,1211.0,1,0.14285714285714285,post_authorization
2-3,cat_elig >=   1.000 & medical_deductions >= 190.000 & rawben_rel_max >=   0.321 & total_deductions_by_hh_size >=  34.000,train_2022_23,national,110,43,68,365.0,0.5147058823529411,53.0,0.5294117647058824,49,17,0,2,0,0,13,40,15,0,54,4,0,26,53,0.7205882352941176,0.38235294117647056,0.7794117647058824,11609.0,7706.0,17,0.25,mixed
2-3,cat_elig >=   1.000 & medical_deductions >= 190.000 & rawben_rel_max >=   0.321 & total_deductions_by_hh_size >=  34.000,test_2024,national,63,28,40,365.0,0.35,56.0,0.225,26,11,1,0,2,0,5,20,15,0,24,3,0,16,25,0.65,0.4,0.625,6332.0,3409.0,7,0.175,post_authorization
2-3,cat_elig >=   1.000 & medical_deductions >= 190.000 & rawben_rel_max >=   0.321 & total_deductions_by_hh_size >=  34.000,test_2024,deployed,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,insufficient
4+,months_since_cert_n >   5.500 & rawben_rel_max >   0.724 & rawben_rel_max <=   0.974 & shelter_expenses_by_hh_size > 162.000,train_2022_23,national,530,178,259,311.0,0.3127413127413127,38.0,0.18146718146718147,148,101,1,9,0,0,30,130,99,0,141,74,0,76,160,0.5714285714285714,0.29343629343629346,0.6177606177606177,54234.0,35284.0,37,0.14285714285714285,post_authorization
4+,months_since_cert_n >   5.500 & rawben_rel_max >   0.724 & rawben_rel_max <=   0.974 & shelter_expenses_by_hh_size > 162.000,test_2024,national,273,90,134,311.0,0.31343283582089554,38.0,0.16417910447761194,64,56,1,2,11,0,6,62,63,0,71,36,0,26,68,0.47761194029850745,0.19402985074626866,0.5074626865671642,32855.0,18978.0,7,0.05223880597014925,post_authorization
4+,months_since_cert_n >   5.500 & rawben_rel_max >   0.724 & rawben_rel_max <=   0.974 & shelter_expenses_by_hh_size > 162.000,test_2024,deployed,97,29,46,311.0,0.2391304347826087,56.0,0.15217391304347827,22,17,0,1,6,0,0,21,23,0,18,9,0,9,21,0.4782608695652174,0.1956521739130435,0.45652173913043476,8874.0,3420.0,2,0.043478260869565216,post_authorization
4+,rawben_rel_max >=   0.832 & rawben_rel_max <   0.843 & utilities >= 410.000,train_2022_23,national,53,23,30,311.0,0.3,35.0,0.2,19,10,0,1,0,0,4,17,9,0,19,7,0,10,21,0.6333333333333333,0.3333333333333333,0.7,6303.0,4901.0,5,0.16666666666666666,post_authorization
4+,rawben_rel_max >=   0.832 & rawben_rel_max <   0.843 & utilities >= 410.000,test_2024,national,43,13,23,311.0,0.2608695652173913,38.0,0.30434782608695654,15,7,0,0,1,0,0,19,4,0,11,1,0,7,19,0.6521739130434783,0.30434782608695654,0.8260869565217391,5125.0,2717.0,5,0.21739130434782608,post_authorization
4+,rawben_rel_max >=   0.832 & rawben_rel_max <   0.843 & utilities >= 410.000,test_2024,deployed,9,2,2,311.0,0.5,38.0,0.5,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0.5,0.0,0.5,238.0,238.0,0,0.0,insufficient
4+,months_since_cert_n >   6.500 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 255.000 & unc_rawben_rel_max >   0.605,train_2022_23,national,418,142,205,311.0,0.33170731707317075,38.0,0.18048780487804877,117,80,0,6,0,2,14,102,87,0,110,55,0,58,116,0.5707317073170731,0.28292682926829266,0.5658536585365853,41146.0,25408.0,31,0.15121951219512195,post_authorization
4+,months_since_cert_n >   6.500 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 255.000 & unc_rawben_rel_max >   0.605,test_2024,national,230,83,125,311.0,0.328,38.0,0.168,55,59,1,1,9,0,5,47,69,1,75,25,0,24,52,0.44,0.192,0.416,33815.0,21633.0,8,0.064,post_authorization
4+,months_since_cert_n >   6.500 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 255.000 & unc_rawben_rel_max >   0.605,test_2024,deployed,16,5,5,311.0,0.4,56.0,0.4,0,5,0,0,0,0,0,3,2,0,4,0,0,0,3,0.0,0.0,0.6,894.0,700.0,0,0.0,post_authorization
4+,months_since_cert_n >=  6.000 & rawben_rel_max <  0.997 & total_deductions_by_hh_size >= 88.400 & unc_rawben_rel_max >=  0.709,train_2022_23,national,670,220,329,311.0,0.3191489361702128,38.0,0.1884498480243161,191,125,1,12,0,0,32,165,132,0,181,75,0,89,197,0.5805471124620061,0.270516717325228,0.5987841945288754,73944.0,45279.0,44,0.1337386018237082,post_authorization
4+,months_since_cert_n >=  6.000 & rawben_rel_max <  0.997 & total_deductions_by_hh_size >= 88.400 & unc_rawben_rel_max >=  0.709,test_2024,national,331,112,179,311.0,0.329608938547486,38.0,0.1564245810055866,88,74,1,2,13,1,8,72,95,0,98,43,0,37,80,0.49162011173184356,0.20670391061452514,0.44692737430167595,46739.0,24012.0,8,0.0446927374301676,post_authorization
4+,months_since_cert_n >=  6.000 & rawben_rel_max <  0.997 & total_deductions_by_hh_size >= 88.400 & unc_rawben_rel_max >=  0.709,test_2024,deployed,86,26,44,311.0,0.2727272727272727,56.0,0.18181818181818182,21,17,0,1,4,1,0,17,26,0,19,5,0,8,17,0.4772727272727273,0.18181818181818182,0.38636363636363635,8977.0,2598.0,1,0.022727272727272728,post_authorization
1,rawben_rel_max >=   0.484 & shelter_expenses_by_hh_size >= 879.000 & utilities <  31.000,train_2022_23,national,185,67,123,363.0,0.43902439024390244,53.0,0.5609756097560976,58,59,2,4,0,0,13,74,36,0,102,2,0,18,87,0.4715447154471545,0.14634146341463414,0.7073170731707317,20966.0,13788.0,9,0.07317073170731707,post_authorization
1,rawben_rel_max >=   0.484 & shelter_expenses_by_hh_size >= 879.000 & utilities <  31.000,test_2024,national,148,55,98,363.0,0.4489795918367347,53.0,0.45918367346938777,39,57,0,2,0,0,7,59,32,0,85,1,0,16,66,0.3979591836734694,0.16326530612244897,0.673469387755102,18462.0,13273.0,5,0.05102040816326531,post_authorization
1,rawben_rel_max >=   0.484 & shelter_expenses_by_hh_size >= 879.000 & utilities <  31.000,test_2024,deployed,5,3,6,363.0,0.5,53.0,0.5,1,5,0,0,0,0,0,5,1,0,6,0,0,0,5,0.16666666666666666,0.0,0.8333333333333334,1293.0,1293.0,0,0.0,post_authorization
2-3,percent_abawd >= 1.000 & rawben_rel_max >= 0.360 & rawben_rel_max < 0.784,train_2022_23,national,71,29,51,311.0,0.3333333333333333,7.0,0.13725490196078433,27,23,0,1,0,0,5,35,11,0,27,10,0,12,40,0.5294117647058824,0.23529411764705882,0.7843137254901961,7762.0,4575.0,10,0.19607843137254902,post_authorization
2-3,percent_abawd >= 1.000 & rawben_rel_max >= 0.360 & rawben_rel_max < 0.784,test_2024,national,25,5,9,311.0,0.4444444444444444,38.0,0.2222222222222222,7,2,0,0,0,0,4,4,1,0,7,1,0,3,8,0.7777777777777778,0.3333333333333333,0.8888888888888888,1777.0,1073.0,3,0.3333333333333333,mixed
2-3,percent_abawd >= 1.000 & rawben_rel_max >= 0.360 & rawben_rel_max < 0.784,test_2024,deployed,3,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,insufficient
2-3,medical_deductions > 131.000 & rawben_rel_max >   0.643 & unc_rawben_rel_max >   0.130,train_2022_23,national,149,55,97,365.0,0.31958762886597936,53.0,0.4948453608247423,57,37,0,3,0,0,15,66,16,0,69,11,0,31,81,0.5876288659793815,0.31958762886597936,0.8350515463917526,15656.0,9679.0,24,0.24742268041237114,post_authorization
2-3,medical_deductions > 131.000 & rawben_rel_max >   0.643 & unc_rawben_rel_max >   0.130,test_2024,national,80,24,33,365.0,0.42424242424242425,53.0,0.30303030303030304,19,6,1,1,6,0,3,20,10,0,23,4,0,14,23,0.5757575757575758,0.42424242424242425,0.696969696969697,8882.0,4552.0,5,0.15151515151515152,post_authorization
2-3,medical_deductions > 131.000 & rawben_rel_max >   0.643 & unc_rawben_rel_max >   0.130,test_2024,deployed,13,2,4,331.0,0.25,38.0,0.25,4,0,0,0,0,0,0,3,1,0,4,0,0,3,3,1.0,0.75,0.75,754.0,754.0,2,0.5,insufficient
4+,count_divisible_by_100 >=   1.000 & married >=   1.000 & rawben_rel_max >=   0.511 & utilities >= 367.000,train_2022_23,national,125,47,82,311.0,0.3048780487804878,35.0,0.25609756097560976,43,37,1,1,0,0,4,62,15,1,32,13,0,19,66,0.524390243902439,0.23170731707317074,0.8048780487804879,18619.0,5734.0,13,0.15853658536585366,post_authorization
4+,count_divisible_by_100 >=   1.000 & married >=   1.000 & rawben_rel_max >=   0.511 & utilities >= 367.000,test_2024,national,87,28,43,363.0,0.2558139534883721,38.0,0.18604651162790697,22,18,0,0,3,0,4,28,9,0,18,11,0,9,32,0.5116279069767442,0.20930232558139536,0.7441860465116279,9091.0,5517.0,8,0.18604651162790697,post_authorization
4+,count_divisible_by_100 >=   1.000 & married >=   1.000 & rawben_rel_max >=   0.511 & utilities >= 367.000,test_2024,deployed,16,5,6,311.0,0.3333333333333333,37.0,0.16666666666666666,3,3,0,0,0,0,0,5,1,0,3,1,0,1,5,0.5,0.16666666666666666,0.8333333333333334,2091.0,1883.0,1,0.16666666666666666,post_authorization
2-3,elderly_disabled_i >=   1.000 & total_deductions_by_hh_size >= 524.000 & unc_rawben_rel_max <   0.943,train_2022_23,national,206,73,130,363.0,0.3076923076923077,53.0,0.3076923076923077,64,66,0,0,0,0,20,75,35,0,90,17,0,30,95,0.49230769230769234,0.23076923076923078,0.7307692307692307,18746.0,11716.0,20,0.15384615384615385,post_authorization
2-3,elderly_disabled_i >=   1.000 & total_deductions_by_hh_size >= 524.000 & unc_rawben_rel_max <   0.943,test_2024,national,146,52,78,363.0,0.358974358974359,56.0,0.24358974358974358,32,42,1,0,3,0,3,51,23,1,50,10,0,16,54,0.41025641025641024,0.20512820512820512,0.6923076923076923,13407.0,9876.0,9,0.11538461538461539,post_authorization
2-3,elderly_disabled_i >=   1.000 & total_deductions_by_hh_size >= 524.000 & unc_rawben_rel_max <   0.943,test_2024,deployed,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,insufficient
2-3,medical_deductions > 131.000 & rawben_rel_max >   0.148 & unc_rawben_rel_max >   0.494,train_2022_23,national,216,76,128,365.0,0.34375,53.0,0.484375,77,47,0,4,0,0,17,89,22,0,93,13,0,43,106,0.6015625,0.3359375,0.828125,19305.0,12853.0,31,0.2421875,post_authorization
2-3,medical_deductions > 131.000 & rawben_rel_max >   0.148 & unc_rawben_rel_max >   0.494,test_2024,national,128,37,59,365.0,0.3220338983050847,56.0,0.22033898305084745,36,14,1,2,6,0,4,35,20,0,33,9,0,18,39,0.6101694915254238,0.3050847457627119,0.6610169491525424,12667.0,6227.0,7,0.11864406779661017,post_authorization
2-3,medical_deductions > 131.000 & rawben_rel_max >   0.148 & unc_rawben_rel_max >   0.494,test_2024,deployed,26,5,10,363.0,0.4,56.0,0.3,8,1,0,1,0,0,0,9,1,0,7,3,0,4,9,0.8,0.4,0.9,2523.0,1644.0,3,0.3,mixed
4+,months_since_cert_n >=   2.000 & rawben_rel_max <   0.997 & shelter_expenses_by_hh_size < 428.000 & total_deductions_by_hh_size >= 243.000,train_2022_23,national,410,136,219,311.0,0.2968036529680365,53.0,0.1963470319634703,118,89,0,12,0,0,11,142,66,0,98,49,0,69,153,0.5388127853881278,0.3150684931506849,0.6986301369863014,42753.0,25907.0,48,0.2191780821917808,post_authorization
4+,months_since_cert_n >=   2.000 & rawben_rel_max <   0.997 & shelter_expenses_by_hh_size < 428.000 & total_deductions_by_hh_size >= 243.000,test_2024,national,291,89,133,311.0,0.3609022556390977,56.0,0.21052631578947367,69,44,1,1,18,0,8,81,40,0,70,23,0,44,89,0.518796992481203,0.3308270676691729,0.6691729323308271,27753.0,17380.0,23,0.17293233082706766,post_authorization
4+,months_since_cert_n >=   2.000 & rawben_rel_max <   0.997 & shelter_expenses_by_hh_size < 428.000 & total_deductions_by_hh_size >= 243.000,test_2024,deployed,67,14,20,311.0,0.35,56.0,0.25,10,8,0,0,2,0,3,14,2,0,13,6,0,5,17,0.5,0.25,0.85,4109.0,3319.0,4,0.2,post_authorization
4+,count_divisible_by_100 >   0.500 & HH_size_n >   4.500 & rawben_rel_max <=   0.948 & shelter_expenses_by_hh_size > 178.000,train_2022_23,national,185,66,108,311.0,0.28703703703703703,35.0,0.18518518518518517,58,47,1,2,0,0,5,84,19,0,45,24,0,24,89,0.5370370370370371,0.2222222222222222,0.8240740740740741,24828.0,12868.0,16,0.14814814814814814,post_authorization
4+,count_divisible_by_100 >   0.500 & HH_size_n >   4.500 & rawben_rel_max <=   0.948 & shelter_expenses_by_hh_size > 178.000,test_2024,national,102,32,51,311.0,0.3137254901960784,35.0,0.19607843137254902,23,21,0,0,7,0,1,33,14,0,26,17,0,11,34,0.45098039215686275,0.21568627450980393,0.6666666666666666,10036.0,5994.0,8,0.1568627450980392,post_authorization
4+,count_divisible_by_100 >   0.500 & HH_size_n >   4.500 & rawben_rel_max <=   0.948 & shelter_expenses_by_hh_size > 178.000,test_2024,deployed,17,5,8,311.0,0.25,53.0,0.375,3,3,0,0,2,0,0,4,3,0,4,2,0,2,4,0.375,0.25,0.5,996.0,775.0,1,0.125,post_authorization
4+,expedited_i <=   0.5 & months_since_cert_n >   5.5 & total_deductions_by_hh_size > 208.0,train_2022_23,national,552,179,294,311.0,0.3299319727891156,38.0,0.1870748299319728,150,125,0,19,0,0,23,149,122,0,157,60,2,71,172,0.5102040816326531,0.24149659863945577,0.5850340136054422,65706.0,43707.0,33,0.11224489795918367,post_authorization
4+,expedited_i <=   0.5 & months_since_cert_n >   5.5 & total_deductions_by_hh_size > 208.0,test_2024,national,332,102,166,311.0,0.3674698795180723,38.0,0.16265060240963855,83,71,0,1,11,0,4,67,91,1,100,24,0,39,71,0.5,0.23493975903614459,0.42771084337349397,47941.0,25878.0,17,0.10240963855421686,post_authorization
4+,expedited_i <=   0.5 & months_since_cert_n >   5.5 & total_deductions_by_hh_size > 208.0,test_2024,deployed,12,8,11,311.0,0.5454545454545454,41.0,0.2727272727272727,4,6,0,0,1,0,1,3,7,0,10,1,0,3,4,0.36363636363636365,0.2727272727272727,0.36363636363636365,2765.0,2765.0,2,0.18181818181818182,post_authorization
1,medical_deductions > 96.200 & rawben_rel_max >  0.885 & rawben_rel_max <=  0.998 & unc_rawben_rel_max >  0.279,train_2022_23,national,249,86,121,365.0,0.5619834710743802,53.0,0.6776859504132231,87,30,3,1,0,0,26,71,23,1,92,2,0,46,97,0.71900826446281,0.38016528925619836,0.8016528925619835,15815.0,9467.0,33,0.2727272727272727,mixed
1,medical_deductions > 96.200 & rawben_rel_max >  0.885 & rawben_rel_max <=  0.998 & unc_rawben_rel_max >  0.279,test_2024,national,135,36,53,365.0,0.4716981132075472,53.0,0.5094339622641509,37,12,0,2,2,0,4,38,11,0,43,1,0,18,42,0.6981132075471698,0.33962264150943394,0.7924528301886793,7352.0,5024.0,10,0.18867924528301888,post_authorization
1,medical_deductions > 96.200 & rawben_rel_max >  0.885 & rawben_rel_max <=  0.998 & unc_rawben_rel_max >  0.279,test_2024,deployed,16,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,insufficient
1,rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 535.000 & unc_rawben_rel_max >=   0.964 & utilities < 645.000,train_2022_23,national,454,149,198,363.0,0.6464646464646465,53.0,0.6565656565656566,95,101,2,0,0,0,31,131,36,0,144,3,0,28,162,0.4797979797979798,0.1414141414141414,0.8181818181818182,29278.0,16684.0,22,0.1111111111111111,post_authorization
1,rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 535.000 & unc_rawben_rel_max >=   0.964 & utilities < 645.000,test_2024,national,225,84,119,363.0,0.6302521008403361,56.0,0.3865546218487395,60,57,0,2,0,0,8,78,33,0,92,2,0,16,86,0.5042016806722689,0.13445378151260504,0.7226890756302521,19172.0,13848.0,9,0.07563025210084033,post_authorization
