"hh","rule","source","n_flagged_train","errors_train","precision_train","precision_train_lcb","n_flagged_holdout","errors_caught_holdout","precision_holdout","recall_holdout","dollar_recall_holdout","workload_pct_holdout","n_flagged_any","errors_caught_any","precision_any","recall_any","dollar_recall_any","workload_pct_any","error_frame","side","status","mean_threshold_shift_pct"
"4+","elderly_disabled_i >   0.5 & expedited_i <=   0.5 & married <=   0.5 & shelter_expenses_by_hh_size <= 553.0","ranger",1294,298,0.2303,0.2042,628,126,0.2006,0.1159,0.1088,11.362,628,126,0.2006,0.1159,0.1088,11.362,"any_error","new","new",NA
"4+","elderly_disabled_i >   0.5 & months_since_cert_n <=  34.0 & shelter_expenses_by_hh_size > 257.0 & utilities > 428.0","ranger",473,117,0.2474,0.2042,268,66,0.2463,0.0607,0.0575,4.849,268,66,0.2463,0.0607,0.0575,4.849,"any_error","new","overlap",NA
"4+","percent_abawd <   0.182 & total_deductions_by_hh_size < 106.000 & unc_rawben_rel_max <   0.790 & utilities < 789.000","xgboost",1943,438,0.2254,0.2042,907,177,0.1951,0.1628,0.1435,16.41,907,177,0.1951,0.1628,0.1435,16.41,"any_error","new","new",NA
"4+","HH_size_n >=   5.0 & percent_abawd <   0.1 & utilities >= 494.0 & utilities < 580.0","xgboost",670,161,0.2403,0.2041,308,58,0.1883,0.0534,0.0485,5.573,308,58,0.1883,0.0534,0.0485,5.573,"any_error","new","new",NA
"4+","elderly_disabled_i >   0.500 & married >   0.500 & rawben_rel_max >   0.463 & shelter_expenses_by_hh_size > 260.000","ranger",162,45,0.2778,0.2041,76,19,0.25,0.0175,0.0141,1.375,76,19,0.25,0.0175,0.0141,1.375,"any_error","new","new",NA
"4+","elderly_disabled_i > 0.5000 & homeless <= 0.5000 & unc_rawben_rel_max > 0.0187 & unc_rawben_rel_max <= 0.9920","ranger",1785,404,0.2263,0.2041,909,187,0.2057,0.172,0.1606,16.447,909,187,0.2057,0.172,0.1606,16.447,"any_error","new","new",NA
"4+","married >   0.5 & months_since_cert_n >   5.5 & months_since_cert_n <=  33.5 & shelter_expenses_by_hh_size <= 266.0","ranger",670,161,0.2403,0.2041,363,79,0.2176,0.0727,0.0788,6.568,363,79,0.2176,0.0727,0.0788,6.568,"any_error","new","new",NA
"4+","months_since_cert_n <  13.000 & rawben_rel_max <   0.831 & shelter_expenses_by_hh_size >= 319.000 & utilities >= 688.000","xgboost",500,123,0.246,0.2041,281,65,0.2313,0.0598,0.0528,5.084,281,65,0.2313,0.0598,0.0528,5.084,"any_error","new","new",NA
"4+","months_since_cert_n <  17.000 & rawben_rel_max >=   0.254 & utilities >= 361.000","xgboost",6752,1455,0.2155,0.2041,3524,712,0.202,0.655,0.6497,63.76,3524,712,0.202,0.655,0.6497,63.76,"any_error","new","new",NA
"4+","HH_size_n <=   7.500 & percent_abawd >   0.279 & total_deductions_by_hh_size >  12.400 & total_deductions_by_hh_size <= 233.000","ranger",121,35,0.2893,0.204,94,27,0.2872,0.0248,0.029,1.701,94,27,0.2872,0.0248,0.029,1.701,"any_error","new","new",NA
"4+","cat_elig > 0.500 & elderly_disabled_i > 0.500 & months_since_cert_n <= 6.500 & percent_abawd <= 0.183","ranger",1130,262,0.2319,0.204,508,102,0.2008,0.0938,0.0897,9.191,508,102,0.2008,0.0938,0.0897,9.191,"any_error","new","new",NA
"4+","elderly_disabled_i >  0.5 & months_since_cert_n <= 34.0","ranger",2019,454,0.2249,0.204,1013,209,0.2063,0.1923,0.1846,18.328,1013,209,0.2063,0.1923,0.1846,18.328,"any_error","new","new",NA
"4+","elderly_disabled_i >  0.500 & expedited_i <=  0.500 & rawben_rel_max <=  0.953 & utilities > 31.500","ranger",1531,349,0.228,0.204,768,156,0.2031,0.1435,0.1281,13.895,768,156,0.2031,0.1435,0.1281,13.895,"any_error","new","new",NA
"4+","elderly_disabled_i >=   1 & months_since_cert_n <   5 & total_deductions_by_hh_size >= 252","xgboost",117,34,0.2906,0.204,52,9,0.1731,0.0083,0.0072,0.941,52,9,0.1731,0.0083,0.0072,0.941,"any_error","new","new",NA
"4+","expedited_i <=   0.500 & medical_deductions <= 136.000 & months_since_cert_n <=   3.500 & unc_rawben_rel_max <=   0.976","ranger",3521,774,0.2198,0.204,1776,354,0.1993,0.3257,0.2971,32.133,1776,354,0.1993,0.3257,0.2971,32.133,"any_error","new","new",NA
"4+","expedited_i >=  1.000 & months_since_cert_n < 11.000 & rawben_rel_max <  0.699","xgboost",117,34,0.2906,0.204,64,17,0.2656,0.0156,0.0155,1.158,64,17,0.2656,0.0156,0.0155,1.158,"any_error","new","new",NA
"4+","married <   1 & shelter_expenses_by_hh_size >= 296 & shelter_expenses_by_hh_size < 341","xgboost",567,138,0.2434,0.204,292,60,0.2055,0.0552,0.0533,5.283,292,60,0.2055,0.0552,0.0533,5.283,"any_error","new","new",NA
"4+","medical_deductions <= 138.000 & months_since_cert_n <=  24.000 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size <= 266.000","ranger",4994,1085,0.2173,0.204,2525,552,0.2186,0.5078,0.4922,45.685,2525,552,0.2186,0.5078,0.4922,45.685,"any_error","new","new",NA
"4+","months_since_cert_n <  11 & shelter_expenses_by_hh_size >= 187 & shelter_expenses_by_hh_size < 399 & utilities >= 469","xgboost",2327,520,0.2235,0.204,1130,238,0.2106,0.219,0.2119,20.445,1130,238,0.2106,0.219,0.2119,20.445,"any_error","new","new",NA
"4+","HH_size_n >   5.500 & married >   0.500 & rawben_rel_max <=   0.896 & total_deductions_by_hh_size <= 214.000","ranger",838,198,0.2363,0.2039,445,99,0.2225,0.0911,0.1051,8.051,445,99,0.2225,0.0911,0.1051,8.051,"any_error","new","new",NA
"4+","count_divisible_by_100 <= 0.500 & HH_size_n <= 5.500 & married > 0.500 & rawben_rel_max <= 0.998","ranger",1815,410,0.2259,0.2039,889,182,0.2047,0.1674,0.1514,16.085,889,182,0.2047,0.1674,0.1514,16.085,"any_error","new","new",NA
"4+","elderly_disabled_i <   1.000 & rawben_rel_max <   0.885 & shelter_expenses_by_hh_size >= 517.000 & utilities < 792.000","xgboost",183,50,0.2732,0.2039,85,12,0.1412,0.011,0.0142,1.538,85,12,0.1412,0.011,0.0142,1.538,"any_error","new","new",NA
"4+","elderly_disabled_i <= 0.500 & medical_deductions <= 5.500 & percent_abawd > 0.354 & unc_rawben_rel_max <= 0.974","ranger",93,28,0.3011,0.2039,65,19,0.2923,0.0175,0.0198,1.176,65,19,0.2923,0.0175,0.0198,1.176,"any_error","new","new",NA
"4+","elderly_disabled_i >   0.5 & medical_deductions <= 136.0 & months_since_cert_n <=  17.5","ranger",1913,431,0.2253,0.2039,959,193,0.2013,0.1776,0.1727,17.351,959,193,0.2013,0.1776,0.1727,17.351,"any_error","new","new",NA
"4+","expedited_i <=   0.500 & married <=   0.500 & rawben_rel_max <=   0.999 & total_deductions_by_hh_size <= 169.000","ranger",3287,724,0.2203,0.2039,1695,373,0.2201,0.3431,0.3142,30.668,1695,373,0.2201,0.3431,0.3142,30.668,"any_error","new","new",NA
"4+","HH_size_n <   8.000 & rawben_rel_max >=   0.259 & utilities >= 369.000","xgboost",6293,1357,0.2156,0.2038,3292,682,0.2072,0.6274,0.6156,59.562,3292,682,0.2072,0.6274,0.6156,59.562,"any_error","new","new",NA
"4+","HH_size_n <=   6.500 & months_since_cert_n <=   3.500 & percent_abawd <=   0.354 & shelter_expenses_by_hh_size > 260.000","ranger",1709,387,0.2264,0.2038,895,175,0.1955,0.161,0.1426,16.193,895,175,0.1955,0.161,0.1426,16.193,"any_error","new","new",NA
"4+","HH_size_n >   5.5 & medical_deductions <= 137.0 & months_since_cert_n <=   0.5 & shelter_expenses_by_hh_size > 164.0","ranger",105,31,0.2952,0.2038,44,10,0.2273,0.0092,0.0061,0.796,44,10,0.2273,0.0092,0.0061,0.796,"any_error","new","new",NA
"4+","cat_elig <=   1.5 & elderly_disabled_i >   0.5 & shelter_expenses_by_hh_size > 258.0 & total_deductions_by_hh_size <=  93.8","ranger",47,16,0.3404,0.2038,39,3,0.0769,0.0028,0.0043,0.706,39,3,0.0769,0.0028,0.0043,0.706,"any_error","new","new",NA
"4+","elderly_disabled_i <   1 & shelter_expenses_by_hh_size >= 164 & shelter_expenses_by_hh_size < 187","xgboost",443,110,0.2483,0.2038,238,40,0.1681,0.0368,0.0352,4.306,238,40,0.1681,0.0368,0.0352,4.306,"any_error","new","shifted",23
"4+","elderly_disabled_i <   1 & total_deductions_by_hh_size >= 235 & total_deductions_by_hh_size < 248 & utilities >= 688","xgboost",47,16,0.3404,0.2038,26,8,0.3077,0.0074,0.0073,0.47,26,8,0.3077,0.0074,0.0073,0.47,"any_error","new","shifted",31.2
"4+","expedited_i <=   0.500 & percent_abawd >   0.268 & shelter_expenses_by_hh_size >  69.000 & total_deductions_by_hh_size <= 207.000","ranger",105,31,0.2952,0.2038,76,24,0.3158,0.0221,0.0249,1.375,76,24,0.3158,0.0221,0.0249,1.375,"any_error","new","new",NA
"4+","expedited_i >   0.5 & HH_size_n <=   4.5 & shelter_expenses_by_hh_size <= 640.0 & total_deductions_by_hh_size > 223.0","ranger",47,16,0.3404,0.2038,31,5,0.1613,0.0046,0.0061,0.561,31,5,0.1613,0.0046,0.0061,0.561,"any_error","new","new",NA
"4+","married <   1.000 & rawben_rel_max >=   0.746 & total_deductions_by_hh_size >= 230.000 & total_deductions_by_hh_size < 254.000","xgboost",105,31,0.2952,0.2038,68,12,0.1765,0.011,0.0146,1.23,68,12,0.1765,0.011,0.0146,1.23,"any_error","new","new",NA
"4+","HH_size_n > 5.500 & months_since_cert_n <= 5.500 & percent_abawd <= 0.268","ranger",1617,367,0.227,0.2037,767,154,0.2008,0.1417,0.1582,13.877,767,154,0.2008,0.1417,0.1582,13.877,"any_error","new","overlap",NA
"4+","HH_size_n > 5.500 & percent_abawd > 0.208 & unc_rawben_rel_max > 0.894 & unc_rawben_rel_max <= 1.210","ranger",10,5,0.5,0.2037,6,1,0.1667,9e-04,0.003,0.109,6,1,0.1667,9e-04,0.003,0.109,"any_error","new","new",NA
"4+","cat_elig <=  2.5 & HH_size_n >  5.5 & homeless >  0.5 & total_deductions_by_hh_size > 11.0","ranger",10,5,0.5,0.2037,4,2,0.5,0.0018,0.0015,0.072,4,2,0.5,0.0018,0.0015,0.072,"any_error","new","new",NA
"4+","cat_elig > 0.5 & cat_elig <= 1.5 & HH_size_n > 4.5 & married > 0.5","ranger",994,232,0.2334,0.2037,886,189,0.2133,0.1739,0.2114,16.03,886,189,0.2133,0.1739,0.2114,16.03,"any_error","new","new",NA
"4+","children_i <=   0.5 & expedited_i >   0.5 & HH_size_n <=   4.5 & shelter_expenses_by_hh_size <= 253.0","ranger",10,5,0.5,0.2037,2,1,0.5,9e-04,0.001,0.036,2,1,0.5,9e-04,0.001,0.036,"any_error","new","new",NA
"4+","children_i > 0.500 & elderly_disabled_i > 0.500 & HH_size_n <= 5.500 & rawben_rel_max <= 0.998","ranger",1362,312,0.2291,0.2037,690,135,0.1957,0.1242,0.1052,12.484,690,135,0.1957,0.1242,0.1052,12.484,"any_error","new","new",NA
"4+","children_i >= 1.00 & HH_size_n < 6.00 & unc_rawben_rel_max < 1.06","xgboost",6607,1422,0.2152,0.2037,3344,697,0.2084,0.6412,0.5721,60.503,3344,697,0.2084,0.6412,0.5721,60.503,"any_error","new","new",NA
"4+","count_divisible_by_100 >   1.5 & elderly_disabled_i <=   0.5 & months_since_cert_n <=   1.5 & total_deductions_by_hh_size > 171.0","ranger",10,5,0.5,0.2037,1,1,1,9e-04,4e-04,0.018,1,1,1,9e-04,4e-04,0.018,"any_error","new","new",NA
"4+","elderly_disabled_i >   0.500 & percent_abawd >   0.225 & percent_abawd <=   0.625 & total_deductions_by_hh_size > 214.000","ranger",10,5,0.5,0.2037,8,2,0.25,0.0018,0.0012,0.145,8,2,0.25,0.0018,0.0012,0.145,"any_error","new","new",NA
"4+","elderly_disabled_i >   0.500 & percent_abawd >   0.367 & shelter_expenses_by_hh_size > 227.000","ranger",10,5,0.5,0.2037,8,4,0.5,0.0037,0.0027,0.145,8,4,0.5,0.0037,0.0027,0.145,"any_error","new","new",NA
"4+","expedited_i <   1.00 & shelter_expenses_by_hh_size < 435.00 & unc_rawben_rel_max <   1.06 & utilities < 452.00","xgboost",4237,924,0.2181,0.2037,2181,475,0.2178,0.437,0.4147,39.461,2181,475,0.2178,0.437,0.4147,39.461,"any_error","new","new",NA
"4+","expedited_i <=   0.500 & rawben_rel_max <=   0.962 & shelter_expenses_by_hh_size <= 266.000","ranger",4564,993,0.2176,0.2037,2294,499,0.2175,0.4591,0.4473,41.505,2294,499,0.2175,0.4591,0.4473,41.505,"any_error","new","new",NA
"4+","expedited_i <=   0.500 & shelter_expenses_by_hh_size <= 258.000 & unc_rawben_rel_max <=   0.974","ranger",4470,973,0.2177,0.2037,2265,485,0.2141,0.4462,0.4336,40.981,2265,485,0.2141,0.4462,0.4336,40.981,"any_error","new","new",NA
"4+","expedited_i >   0.5 & HH_size_n >   6.5 & months_since_cert_n >   5.5 & total_deductions_by_hh_size <= 132.0","ranger",10,5,0.5,0.2037,8,3,0.375,0.0028,0.0035,0.145,8,3,0.375,0.0028,0.0035,0.145,"any_error","new","new",NA
"4+","expedited_i > 0.5000 & percent_abawd > 0.2250 & rawben_rel_max > 0.0763 & unc_rawben_rel_max <= 0.9740","ranger",10,5,0.5,0.2037,7,3,0.4286,0.0028,0.0046,0.127,7,3,0.4286,0.0028,0.0046,0.127,"any_error","new","new",NA
"4+","married <   1.00 & total_deductions_by_hh_size >= 119.00 & unc_rawben_rel_max <   1.14 & utilities >= 425.00","xgboost",1877,423,0.2254,0.2037,1063,237,0.223,0.218,0.204,19.233,1063,237,0.223,0.218,0.204,19.233,"any_error","new","new",NA
"4+","months_since_cert_n >   5.500 & percent_abawd <=   0.310 & total_deductions_by_hh_size > 372.000 & unc_rawben_rel_max >   0.998","ranger",10,5,0.5,0.2037,10,3,0.3,0.0028,0.0036,0.181,10,3,0.3,0.0028,0.0036,0.181,"any_error","new","new",NA
"4+","months_since_cert_n >  23.500 & rawben_rel_max >   0.971 & shelter_expenses_by_hh_size <= 253.000","ranger",10,5,0.5,0.2037,1,0,0,0,0,0.018,1,0,0,0,0,0.018,"any_error","new","new",NA
"4+","rawben_rel_max >=   0.378 & shelter_expenses_by_hh_size >= 247.000 & shelter_expenses_by_hh_size < 583.000 & total_deductions_by_hh_size < 225.000","xgboost",2064,463,0.2243,0.2037,1119,246,0.2198,0.2263,0.2332,20.246,1119,246,0.2198,0.2263,0.2332,20.246,"any_error","new","new",NA
"4+","rawben_rel_max >=   0.535 & shelter_expenses_by_hh_size < 106.000 & total_deductions_by_hh_size <  60.000 & utilities >= 391.000","xgboost",154,43,0.2792,0.2037,86,19,0.2209,0.0175,0.0196,1.556,86,19,0.2209,0.0175,0.0196,1.556,"any_error","new","shifted",32.7
"4+","HH_size_n <=   5.5 & months_since_cert_n <=   6.5 & shelter_expenses_by_hh_size > 275.0","ranger",2219,496,0.2235,0.2036,1144,232,0.2028,0.2134,0.203,20.698,1144,232,0.2028,0.2134,0.203,20.698,"any_error","new","overlap",NA
"4+","count_divisible_by_100 <= 0.500 & HH_size_n <= 5.500 & married <= 0.500 & percent_abawd > 0.292","ranger",62,20,0.3226,0.2036,34,10,0.2941,0.0092,0.0124,0.615,34,10,0.2941,0.0092,0.0124,0.615,"any_error","new","new",NA
"4+","elderly_disabled_i > 0.5 & expedited_i <= 0.5","ranger",1958,440,0.2247,0.2036,966,196,0.2029,0.1803,0.171,17.478,966,196,0.2029,0.1803,0.171,17.478,"any_error","new","new",NA
"4+","elderly_disabled_i > 0.5 & homeless <= 0.5","ranger",2009,451,0.2245,0.2036,1005,208,0.207,0.1914,0.1842,18.183,1005,208,0.207,0.1914,0.1842,18.183,"any_error","new","new",NA
"4+","homeless <   1 & months_since_cert_n >=   8 & months_since_cert_n <  18 & total_deductions_by_hh_size < 472","xgboost",1972,443,0.2246,0.2036,1135,255,0.2247,0.2346,0.2404,20.536,1135,255,0.2247,0.2346,0.2404,20.536,"any_error","new","new",NA
"4+","married > 0.500 & months_since_cert_n <= 6.500 & rawben_rel_max <= 0.881","ranger",1967,442,0.2247,0.2036,973,192,0.1973,0.1766,0.1732,17.604,973,192,0.1973,0.1766,0.1732,17.604,"any_error","new","new",NA
"4+","percent_abawd <   0.167 & rawben_rel_max <   0.742 & shelter_expenses_by_hh_size < 350.000 & total_deductions_by_hh_size < 210.000","xgboost",3575,784,0.2193,0.2036,1742,342,0.1963,0.3146,0.288,31.518,1742,342,0.1963,0.3146,0.288,31.518,"any_error","new","new",NA
"4+","HH_size_n <   9 & months_since_cert_n >=   4 & utilities < 886","xgboost",5301,1147,0.2164,0.2035,2698,565,0.2094,0.5198,0.5346,48.815,2698,565,0.2094,0.5198,0.5346,48.815,"any_error","new","new",NA
"4+","cat_elig <= 1.500 & elderly_disabled_i <= 0.500 & married > 0.500 & unc_rawben_rel_max <= 0.999","ranger",1391,318,0.2286,0.2035,1128,241,0.2137,0.2217,0.236,20.409,1128,241,0.2137,0.2217,0.236,20.409,"any_error","new","new",NA
"4+","cat_elig >=  1.000 & elderly_disabled_i <  1.000 & rawben_rel_max >=  0.569 & shelter_expenses_by_hh_size >= 84.800","xgboost",3747,820,0.2188,0.2035,1953,424,0.2171,0.3901,0.4253,35.336,1953,424,0.2171,0.3901,0.4253,35.336,"any_error","new","new",NA
"4+","cat_elig >=  2.000 & elderly_disabled_i <  1.000 & total_deductions_by_hh_size >= 81.200 & unc_rawben_rel_max >=  0.393","xgboost",2221,496,0.2233,0.2035,163,40,0.2454,0.0368,0.0308,2.949,163,40,0.2454,0.0368,0.0308,2.949,"any_error","new","overlap",NA
"4+","cat_elig >= 1 & HH_size_n >= 5 & months_since_cert_n < 6","xgboost",2968,655,0.2207,0.2035,1451,291,0.2006,0.2677,0.271,26.253,1451,291,0.2006,0.2677,0.271,26.253,"any_error","new","new",NA
"4+","count_divisible_by_100 >=  1.0 & total_deductions_by_hh_size >= 37.4 & utilities >= 29.0","xgboost",717,171,0.2385,0.2035,414,95,0.2295,0.0874,0.0911,7.491,414,95,0.2295,0.0874,0.0911,7.491,"any_error","new","shifted",89.3
"4+","elderly_disabled_i > 0.500 & percent_abawd <= 0.367","ranger",2001,449,0.2244,0.2035,998,202,0.2024,0.1858,0.1765,18.057,998,202,0.2024,0.1858,0.1765,18.057,"any_error","new","new",NA
"4+","expedited_i <=   0.500 & percent_abawd <=   0.106 & shelter_expenses_by_hh_size <= 258.000 & unc_rawben_rel_max <=   0.974","ranger",4275,931,0.2178,0.2035,2127,441,0.2073,0.4057,0.3843,38.484,2127,441,0.2073,0.4057,0.3843,38.484,"any_error","new","new",NA
"4+","married <   1.000 & shelter_expenses_by_hh_size >= 228.000 & unc_rawben_rel_max >=   0.276 & unc_rawben_rel_max <   0.509","xgboost",564,137,0.2429,0.2035,315,73,0.2317,0.0672,0.0537,5.699,315,73,0.2317,0.0672,0.0537,5.699,"any_error","new","shifted",58.1
"4+","married >   0.500 & months_since_cert_n <=   5.500 & rawben_rel_max <=   0.998 & utilities > 532.000","ranger",573,139,0.2426,0.2035,321,56,0.1745,0.0515,0.0434,5.808,321,56,0.1745,0.0515,0.0434,5.808,"any_error","new","new",NA
"4+","HH_size_n <   8.0000 & total_deductions_by_hh_size >= 104.0000 & unc_rawben_rel_max >=   0.0736 & utilities < 875.0000","xgboost",5806,1252,0.2156,0.2034,2971,631,0.2124,0.5805,0.5801,53.754,2971,631,0.2124,0.5805,0.5801,53.754,"any_error","new","new",NA
"4+","HH_size_n <=   8.500 & married <=   0.500 & total_deductions_by_hh_size > 438.000 & unc_rawben_rel_max >   0.998","ranger",16,7,0.4375,0.2034,8,2,0.25,0.0018,0.0016,0.145,8,2,0.25,0.0018,0.0016,0.145,"any_error","new","overlap",NA
"4+","HH_size_n <=  4.50 & months_since_cert_n <=  1.50 & percent_abawd >  0.45 & utilities > 30.50","ranger",16,7,0.4375,0.2034,5,2,0.4,0.0018,0.0018,0.09,5,2,0.4,0.0018,0.0018,0.09,"any_error","new","new",NA
"4+","HH_size_n > 4.500 & percent_abawd > 0.450 & rawben_rel_max <= 0.974 & unc_rawben_rel_max > 0.174","ranger",16,7,0.4375,0.2034,11,3,0.2727,0.0028,0.007,0.199,11,3,0.2727,0.0028,0.007,0.199,"any_error","new","new",NA
"4+","cat_elig <=   0.500 & shelter_expenses_by_hh_size <= 386.000 & unc_rawben_rel_max <=   0.931 & utilities <= 362.000","ranger",524,128,0.2443,0.2034,273,48,0.1758,0.0442,0.0373,4.939,273,48,0.1758,0.0442,0.0373,4.939,"any_error","new","new",NA
"4+","cat_elig > 1.500 & children_i > 0.500 & percent_abawd > 0.279 & unc_rawben_rel_max <= 0.486","ranger",16,7,0.4375,0.2034,1,0,0,0,0,0.018,1,0,0,0,0,0.018,"any_error","new","new",NA
"4+","children_i <=   0.5 & months_since_cert_n <=   5.5 & shelter_expenses_by_hh_size > 296.0","ranger",16,7,0.4375,0.2034,7,1,0.1429,9e-04,0.0016,0.127,7,1,0.1429,9e-04,0.0016,0.127,"any_error","new","overlap",NA
"4+","children_i <=   0.500 & rawben_rel_max >   0.408 & total_deductions_by_hh_size > 174.000 & utilities <= 748.000","ranger",16,7,0.4375,0.2034,8,2,0.25,0.0018,0.0013,0.145,8,2,0.25,0.0018,0.0013,0.145,"any_error","new","new",NA
"4+","children_i <=   0.500 & rawben_rel_max >   0.999 & total_deductions_by_hh_size <= 233.000 & unc_rawben_rel_max >   0.976","ranger",16,7,0.4375,0.2034,6,1,0.1667,9e-04,0.001,0.109,6,1,0.1667,9e-04,0.001,0.109,"any_error","new","new",NA
"4+","children_i <= 0.500 & rawben_rel_max > 0.999 & unc_rawben_rel_max > 1.050 & unc_rawben_rel_max <= 1.410","ranger",16,7,0.4375,0.2034,6,1,0.1667,9e-04,0.001,0.109,6,1,0.1667,9e-04,0.001,0.109,"any_error","new","new",NA
"4+","children_i <= 0.500 & total_deductions_by_hh_size > 0.775 & unc_rawben_rel_max > 0.999","ranger",16,7,0.4375,0.2034,5,2,0.4,0.0018,0.0016,0.09,5,2,0.4,0.0018,0.0016,0.09,"any_error","new","new",NA
"4+","children_i >=  1.000 & months_since_cert_n >= 10.000 & rawben_rel_max >=  0.199","xgboost",1101,255,0.2316,0.2034,638,154,0.2414,0.1417,0.1263,11.543,638,154,0.2414,0.1417,0.1263,11.543,"any_error","new","new",NA
"4+","count_divisible_by_100 >   1.500 & expedited_i <=   0.500 & rawben_rel_max >   0.827 & shelter_expenses_by_hh_size <= 160.000","ranger",16,7,0.4375,0.2034,5,2,0.4,0.0018,0.0033,0.09,5,2,0.4,0.0018,0.0033,0.09,"any_error","new","new",NA
"4+","HH_size_n <= 4.500 & homeless <= 0.500 & rawben_rel_max <= 0.945","ranger",3629,794,0.2188,0.2033,1862,403,0.2164,0.3707,0.3351,33.689,1862,403,0.2164,0.3707,0.3351,33.689,"any_error","new","new",NA
"4+","cat_elig <=   0.500 & rawben_rel_max >   0.349 & rawben_rel_max <=   0.998 & utilities <= 372.000","ranger",587,142,0.2419,0.2033,302,55,0.1821,0.0506,0.0423,5.464,302,55,0.1821,0.0506,0.0423,5.464,"any_error","new","new",NA
"4+","elderly_disabled_i < 1.000 & months_since_cert_n >= 4.000 & rawben_rel_max >= 0.309","xgboost",4183,911,0.2178,0.2033,2167,459,0.2118,0.4223,0.4305,39.208,2167,459,0.2118,0.4223,0.4305,39.208,"any_error","new","new",NA
"4+","medical_deductions <   1 & utilities >= 357 & utilities < 770","xgboost",6314,1358,0.2151,0.2033,3137,637,0.2031,0.586,0.5821,56.758,3137,637,0.2031,0.586,0.5821,56.758,"any_error","new","new",NA
"4+","percent_abawd <=   0.279 & total_deductions_by_hh_size <= 434.000 & utilities >  30.500","ranger",8757,1868,0.2133,0.2033,4412,889,0.2015,0.8178,0.7979,79.826,4412,889,0.2015,0.8178,0.7979,79.826,"any_error","new","new",NA
"4+","total_deductions_by_hh_size < 106.00 & unc_rawben_rel_max <   0.79 & utilities < 789.00","xgboost",2017,452,0.2241,0.2033,965,196,0.2031,0.1803,0.1647,17.46,965,196,0.2031,0.1803,0.1647,17.46,"any_error","new","new",NA
"4+","HH_size_n <   5 & shelter_expenses_by_hh_size >= 371 & total_deductions_by_hh_size < 472 & utilities < 417","xgboost",209,56,0.2679,0.2032,105,19,0.181,0.0175,0.0168,1.9,105,19,0.181,0.0175,0.0168,1.9,"any_error","new","new",NA
